3.360.000;0.148051
3.370.000;0.147174
3.380.000;0.146305
3.390.000;0.145443
3.400.000;0.144588
3.410.000;0.143742
3.420.000;0.142902
3.430.000;0.142070
3.440.000;0.141245
3.450.000;0.140428
3.460.000;0.139617
3.470.000;0.138814
3.480.000;0.138017
3.490.000;0.137227
3.500.000;0.136444
3.510.000;0.135668
3.520.000;0.134898
3.530.000;0.134135
3.540.000;0.133378
3.550.000;0.132628
3.560.000;0.131884
3.570.000;0.131146
3.580.000;0.130414
3.590.000;0.129689
3.600.000;0.128969
3.610.000;0.128256
3.620.000;0.127548
3.630.000;0.126846
3.640.000;0.126150
3.650.000;0.125460
3.660.000;0.124775
3.670.000;0.124096
3.680.000;0.123423
3.690.000;0.122755
3.700.000;0.122092
3.710.000;0.121435
3.720.000;0.120783
3.730.000;0.120136
3.740.000;0.119495
3.750.000;0.118858
3.760.000;0.118227
3.770.000;0.117600
3.780.000;0.116979
3.790.000;0.116362
3.800.000;0.115751
3.810.000;0.115144
3.820.000;0.114542
3.830.000;0.113945
3.840.000;0.113352
3.850.000;0.112764
3.860.000;0.112180
3.870.000;0.111601
3.880.000;0.111027
3.890.000;0.110457
3.900.000;0.109891
3.910.000;0.109330
3.920.000;0.108773
3.930.000;0.108220
3.940.000;0.107671
3.950.000;0.107127
3.960.000;0.106586
3.970.000;0.106050
3.980.000;0.105518
3.990.000;0.104989
4.000.000;0.104465
4.010.000;0.103945
4.020.000;0.103428
4.030.000;0.102916
4.040.000;0.102407
4.050.000;0.101902
4.060.000;0.101400
4.070.000;0.100903
4.080.000;0.100409
4.090.000;0.099918
4.100.000;0.099431
4.110.000;0.098948
4.120.000;0.098468
4.130.000;0.097992
4.140.000;0.097519
4.150.000;0.097050
4.160.000;0.096584
4.170.000;0.096121
4.180.000;0.095662
4.190.000;0.095206
4.200.000;0.094753
4.210.000;0.094303
4.220.000;0.093857
4.230.000;0.093414
4.240.000;0.092974
4.250.000;0.092537
4.260.000;0.092103
4.270.000;0.091672
4.280.000;0.091244
4.290.000;0.090819
4.300.000;0.090397
4.310.000;0.089978
4.320.000;0.089562
4.330.000;0.089149
4.340.000;0.088738
4.350.000;0.088331
4.360.000;0.087926
4.370.000;0.087524
4.380.000;0.087125
4.390.000;0.086729
4.400.000;0.086335
4.410.000;0.085944
4.420.000;0.085555
4.430.000;0.085169
4.440.000;0.084786
4.450.000;0.084406
4.460.000;0.084028
4.470.000;0.083652
4.480.000;0.083279
4.490.000;0.082908
4.500.000;0.082540
4.510.000;0.082175
4.520.000;0.081812
4.530.000;0.081451
4.540.000;0.081092
4.550.000;0.080736
4.560.000;0.080383
4.570.000;0.080031
4.580.000;0.079682
4.590.000;0.079335
4.600.000;0.078991
4.610.000;0.078648
4.620.000;0.078308
4.630.000;0.077970
4.640.000;0.077635
4.650.000;0.077301
4.660.000;0.076970
4.670.000;0.076640
4.680.000;0.076313
4.690.000;0.075988
4.700.000;0.075665
4.710.000;0.075344
4.720.000;0.075025
4.730.000;0.074708
4.740.000;0.074393
4.750.000;0.074081
4.760.000;0.073770
4.770.000;0.073461
4.780.000;0.073154
4.790.000;0.072848
4.800.000;0.072545
4.810.000;0.072244
4.820.000;0.071944
4.830.000;0.071647
4.840.000;0.071351
4.850.000;0.071057
4.860.000;0.070765
4.870.000;0.070475
4.880.000;0.070186
4.890.000;0.069899
4.900.000;0.069614
4.910.000;0.069331
4.920.000;0.069050
4.930.000;0.068770
4.940.000;0.068492
4.950.000;0.068215
4.960.000;0.067940
4.970.000;0.067667
4.980.000;0.067396
4.990.000;0.067126

