0,1
0.0,0.6
0.01,0.6467494521548575
0.02,0.6934989043097151
0.03,0.7402483564645725
0.04,0.7869978086194303
0.05,0.8337472607742877
0.06,0.8804967129291453
0.07,0.9272461650840029
0.08,0.9739956172388604
0.09,1.020745069393718
0.1,1.0674945215485756
0.11,1.08
0.12,1.08
0.13,1.08
0.14,1.08
0.15,1.08
0.16,1.08
0.17,1.08
0.18,1.08
0.19,1.08
0.2,1.08
0.21,1.08
0.22,1.08
0.23,1.08
0.24,1.08
0.25,1.08
0.26,1.08
0.27,1.08
0.28,1.08
0.29,1.08
0.3,1.08
0.31,1.08
0.32,1.08
0.33,1.08
0.34,1.08
0.35000000000000003,1.08
0.36,1.08
0.37,1.08
0.38,1.08
0.39,1.08
0.4,1.08
0.41000000000000003,1.08
0.42,1.08
0.43,1.08
0.44,1.08
0.45,1.08
0.46,1.08
0.47000000000000003,1.08
0.48,1.08
0.49,1.08
0.5,1.08
0.51,1.08
0.52,1.08
0.53,1.08
0.54,1.08
0.55,1.08
0.56,1.08
0.5700000000000001,1.0650072727537225
0.58,1.0375830456786754
0.59,1.0113159098786089
0.6,0.9861386520093582
0.61,0.9619889965367479
0.62,0.9388091694961425
0.63,0.916545507079334
0.64,0.8951481038164864
0.65,0.8745704958023767
0.66,0.8547693750000006
0.67,0.8357043311559478
0.68,0.8173376182935334
0.6900000000000001,0.7996339431220417
0.7000000000000001,0.7825602730224629
0.71,0.7660856615491882
0.72,0.7501810896295316
0.73,0.7348193208539008
0.74,0.7199747694334184
0.75,0.7056233795625391
0.76,0.6917425150649298
0.77,0.6783108583243046
0.78,0.6653083176103319
0.79,0.6527159420051776
0.8,0.6405158432203848
0.81,0.6286911236680947
0.8200000000000001,0.617225810216334
0.8300000000000001,0.6061047931163213
0.84,0.595313769641395
0.85,0.5848391920230773
0.86,0.5746682193106226
0.87,0.5647886728168099
0.88,0.5551889948452109
0.89,0.5458582104231916
0.9,0.5367858917908784
0.91,0.5279621254195764
0.92,0.5193774813540067
0.93,0.5110229846914655
0.9400000000000001,0.5028900890278651
0.9500000000000001,0.49497065171579374
0.96,0.48725691079339895
0.97,0.479741463455248
0.98,0.47241724594746004
0.99,0.46527751477948653
1.0,0.45831582915404107
1.01,0.4515260345249489
1.02,0.44490224720018723
1.03,0.4384388399141949
1.04,0.432130428299725
1.05,0.4259718581951391
1.06,0.4199581937281767
1.07,0.41408470612189696
1.08,0.4083468631727656
1.09,0.40274031935474036
1.1,0.397260906506775
1.11,0.3919046250644094
1.12,0.386667635799094
1.1300000000000001,0.3815462520316264
1.1400000000000001,0.3765369322885741
1.1500000000000001,0.3716362733728603
1.16,0.3668410038217913
1.17,0.3621479777277424
1.18,0.3575541688985039
1.19,0.3530566653359226
1.2,0.3486526640129891
1.21,0.34433946593090986
1.22,0.34011447143898826
1.23,0.3359751758013215
1.24,0.3319191649954166
1.25,0.32794411172883703
1.26,0.3240477716609299
1.27,0.32022797981754475
1.28,0.31648264718745855
1.29,0.3128097574899652
1.3,0.30920736410377075
1.31,0.30567358714797926
1.32,0.30220661070654375
1.33,0.29880468018810696
1.34,0.2954660998136694
1.35,0.292189230224995
1.36,0.2889724862071097
1.37,0.2858143345186581
1.3800000000000001,0.28271329182426685
1.3900000000000001,0.27966792272342045
1.4000000000000001,0.27667683787068975
1.41,0.27373869218246116
1.42,0.27085218312560666
1.43,0.2680160490838054
1.44,0.2652290677974775
1.45,0.26249005487353133
1.46,0.25979786236134333
1.47,0.2571513773915959
1.48,0.2545495208747956
1.49,0.2519912462564708
1.5,0.2494755383262202
1.51,0.24700141207794246
1.52,0.24456791161872468
1.53,0.24217410912400988
1.54,0.23981910383679167
1.55,0.2375020211087104
1.56,0.23522201148103952
1.57,0.23297824980365833
1.58,0.23076993439021315
1.59,0.22859628620775987
1.6,0.2264565480992768
1.61,0.22434998403751646
1.62,0.22227587840875004
1.6300000000000001,0.2202335353250294
1.6400000000000001,0.2182222779636654
1.6500000000000001,0.2162414479326872
1.6600000000000001,0.2142904046611101
1.67,0.21236852481290017
1.68,0.21047520172357834
1.69,0.20860984485846204
1.7,0.2067718792915897
1.71,0.20496074520442364
1.72,0.20317589740346967
1.73,0.2014168048559937
1.74,0.1996829502430583
1.75,0.19797382952913614
1.76,0.1962889515475959
1.77,0.19462783760138874
1.78,0.19299002107829608
1.79,0.1913750470801291
1.8,0.18978247206529922
1.81,0.18821186350420718
1.82,0.18666279954692247
1.83,0.18513486870264978
1.84,0.18362766953050388
1.85,0.18214081034113427
1.86,0.18067390890876225
1.87,0.17922659219321468
1.8800000000000001,0.177798496071555
1.8900000000000001,0.17638926507893185
1.9000000000000001,0.1749985521582813
1.9100000000000001,0.17362601841853623
